Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,New Cases,New Deaths,state_code
Tamil Nadu,2021-11-10,2710756,36238,,,-1628768.0,-22681.0,33
Chandigarh,2021-11-10,65371,820,,,-64816.0,-813.0,4
Haryana,2021-11-10,771355,10050,,,-502991.0,-7023.0,6
Uttar Pradesh,2021-11-10,1710222,22903,,,-1578459.0,-20727.0,9
Goa,2021-11-10,178367,3370,,,-122194.0,-2558.0,30
Manipur,2021-11-10,124186,1938,,,-106762.0,-1794.0,14
Ladakh,2021-11-10,21072,209,,,-11209.0,-79.0,38
Arunachal Pradesh,2021-11-10,55197,280,,,-3278.0,-25.0,12
Jharkhand,2021-11-10,348933,5138,,,-230854.0,-4080.0,20
Jammu and Kashmir,2021-11-10,333325,4445,,,-5384.0,-29.0,1
Mizoram,2021-11-10,126386,453,,,-15667.0,-79.0,15
Nagaland,2021-11-10,31951,689,,,-20836.0,-625.0,13
Karnataka,2021-11-10,2990528,38122,,,-1906881.0,-25114.0,29
Tripura,2021-11-10,84624,816,,,-82544.0,-814.0,16
Maharashtra,2021-11-10,6619329,140430,,,-17778.0,-432.0,27
Uttarakhand,2021-11-10,343966,7402,,,-611.0,-13.0,5
Bihar,2021-11-10,726138,9661,,,-7434.0,-134.0,10
Andhra Pradesh,2021-11-10,2068718,14403,,,-1305145.0,-8112.0,37
Delhi,2021-11-10,1440176,25091,,,-24957.0,-2078.0,7
Rajasthan,2021-11-10,954469,8954,,,-623793.0,-6141.0,8
Himachal Pradesh,2021-11-10,225165,3785,,,-9728.0,-155.0,2
Odisha,2021-11-10,1044041,8364,,,-9765.0,-85.0,21
Gujarat,2021-11-10,826784,10090,,,-723940.0,-6999.0,24
Lakshadweep,2021-11-10,10365,51,,,-10365.0,-51.0,31
Puducherry,2021-11-10,128263,1862,,,-6930.0,-64.0,34
Andaman and Nicobar Islands,2021-11-10,7665,129,,,-3391.0,-71.0,35
Sikkim,2021-11-10,32058,400,,,6192.0,32.0,11
Unknown,2021-11-10,0,0,,,0.0,0.0,97
Kerala,2021-11-10,5027318,34362,,,-397430.0,-9759.0,32
Assam,2021-11-10,612798,6034,,,-394926.0,-4935.0,18
Meghalaya,2021-11-10,83914,1460,,,-72104.0,-1349.0,17
Karnataka,2021-11-11,2990856,38131,,,-1964272.0,-25435.0,29
Jharkhand,2021-11-11,348948,5138,,,58.0,0.0,20
Puducherry,2021-11-11,128302,1863,,,-19863.0,-250.0,34
Gujarat,2021-11-11,826826,10090,,,-714652.0,-6895.0,24
Delhi,2021-11-11,1440230,25091,,,-1387114.0,-23056.0,7
Uttarakhand,2021-11-11,343974,7402,,,-546.0,-11.0,5
Maharashtra,2021-11-11,6620423,140447,,,-5916600.0,-117653.0,27
Rajasthan,2021-11-11,954471,8954,,,21.0,0.0,8
Mizoram,2021-11-11,126917,456,,,14748.0,88.0,15
Assam,2021-11-11,613061,6035,,,-104577.0,-1496.0,18
Haryana,2021-11-11,771368,10050,,,-164.0,-1.0,6
Meghalaya,2021-11-11,83942,1461,,,-55064.0,-1026.0,17
Madhya Pradesh,2021-11-11,792924,10524,,,-571809.0,-7142.0,23
Goa,2021-11-11,178399,3371,,,-137812.0,-2827.0,30
West Bengal,2021-11-11,1600732,19267,,,-1020523.0,-8964.0,19
Odisha,2021-11-11,1044428,8368,,,-977306.0,-7996.0,21
Bihar,2021-11-11,726144,9661,,,-11554.0,-4203.0,10
Ladakh,2021-11-11,21087,209,,,-11441.0,-81.0,38
Nagaland,2021-11-11,31960,692,,,-1475.0,-58.0,13
Chhattisgarh,2021-11-11,1006245,13587,,,-737768.0,-10388.0,22
Sikkim,2021-11-11,32074,400,,,-28943.0,-357.0,11
Jammu and Kashmir,2021-11-11,333490,4448,,,-6024.0,-33.0,1
Andhra Pradesh,2021-11-11,2069066,14406,,,-1179989.0,-7240.0,37
Tripura,2021-11-11,84635,816,,,-51284.0,-425.0,16
Dadra and Nagar Haveli and Daman and Diu,2021-11-11,10682,4,,,-7319.0,-2.0,26
Telangana,2021-11-11,672987,3969,,,-375389.0,-2345.0,36
Punjab,2021-11-11,602647,16567,,,-455590.0,-11936.0,3
Chandigarh,2021-11-11,65373,820,,,-4132.0,-21.0,4
Himachal Pradesh,2021-11-11,225319,3790,,,-151966.0,-2631.0,2
Lakshadweep,2021-11-11,10365,51,,,39.0,0.0,31
Tamil Nadu,2021-11-11,2711584,36247,,,-1897414.0,-24178.0,33
Kerala,2021-11-11,5034858,34621,,,-1563295.0,-17410.0,32
Andaman and Nicobar Islands,2021-11-11,7665,129,,,-2796.0,-68.0,35
Unknown,2021-11-11,0,0,,,0.0,0.0,97
Manipur,2021-11-11,124250,1940,,,-88896.0,-1464.0,14
Uttar Pradesh,2021-11-11,1710236,22904,,,-742.0,-41.0,9
Arunachal Pradesh,2021-11-11,55202,280,,,-35400.0,-220.0,12
Uttarakhand,2021-11-12,343987,7403,,,-3194.0,-68.0,5
Nagaland,2021-11-12,31966,692,,,-20683.0,-628.0,13
Dadra and Nagar Haveli and Daman and Diu,2021-11-12,10682,4,,,-10519.0,-4.0,26
Andaman and Nicobar Islands,2021-11-12,7668,129,,,-3037.0,-68.0,35
Maharashtra,2021-11-12,6621420,140475,,,-73627.0,-1464.0,27
Lakshadweep,2021-11-12,10365,51,,,-80.0,0.0,31
Gujarat,2021-11-12,826866,10090,,,-548659.0,-5666.0,24
Arunachal Pradesh,2021-11-12,55208,280,,,-5540.0,-43.0,12
Madhya Pradesh,2021-11-12,792936,10524,,,-782493.0,-10084.0,23
Mizoram,2021-11-12,127548,456,,,60561.0,167.0,15
Chhattisgarh,2021-11-12,1006271,13587,,,-724617.0,-10201.0,22
Rajasthan,2021-11-12,954475,8954,,,-700708.0,-6736.0,8
Punjab,2021-11-12,602695,16570,,,1085.0,52.0,3
Sikkim,2021-11-12,32080,400,,,-20125.0,-186.0,11
Kerala,2021-11-12,5042082,35040,,,-1616609.0,-18085.0,32
Tripura,2021-11-12,84644,816,,,-62369.0,-571.0,16
Jharkhand,2021-11-12,348960,5138,,,-252993.0,-4306.0,20
Tamil Nadu,2021-11-12,2712404,36251,,,-2087013.0,-26405.0,33
Haryana,2021-11-12,771388,10050,,,-757961.0,-9832.0,6
Jammu and Kashmir,2021-11-12,333667,4448,,,-208459.0,-2500.0,1
Odisha,2021-11-12,1044699,8370,,,-702927.0,-6449.0,21
Himachal Pradesh,2021-11-12,225464,3800,,,-214669.0,-3709.0,2
Chandigarh,2021-11-12,65376,820,,,-51164.0,-596.0,4
Delhi,2021-11-12,1440270,25091,,,-2188.0,-8.0,7
Bihar,2021-11-12,726148,9661,,,-7829.0,-138.0,10
Ladakh,2021-11-12,21098,209,,,-11846.0,-85.0,38
Meghalaya,2021-11-12,83962,1462,,,-36482.0,-648.0,17
Puducherry,2021-11-12,128332,1863,,,-7080.0,-65.0,34
West Bengal,2021-11-12,1601586,19280,,,-29126.0,-432.0,19
Uttar Pradesh,2021-11-12,1710243,22904,,,-1677881.0,-22042.0,9
Manipur,2021-11-12,124328,1941,,,-79701.0,-1236.0,14
Andhra Pradesh,2021-11-12,2069352,14409,,,-1221375.0,-7581.0,37
Telangana,2021-11-12,673140,3971,,,-655783.0,-3704.0,36
Karnataka,2021-11-12,2991142,38138,,,-2046705.0,-25879.0,29
Assam,2021-11-12,613312,6042,,,-40766.0,-685.0,18
Goa,2021-11-12,178422,3371,,,-168498.0,-3282.0,30
Unknown,2021-11-12,0,0,,,0.0,0.0,97
Andhra Pradesh,2021-11-13,2069614,14411,,,3010.0,27.0,37
Tripura,2021-11-13,84655,816,,,-51488.0,-438.0,16
Andaman and Nicobar Islands,2021-11-13,7670,129,,,-63.0,0.0,35
Karnataka,2021-11-13,2991369,38140,,,-19536.0,-434.0,29
Himachal Pradesh,2021-11-13,225589,3803,,,-12467.0,-212.0,2
Unknown,2021-11-13,0,0,,,0.0,0.0,97
Maharashtra,2021-11-13,6622345,140516,,,-5358546.0,-106630.0,27
Mizoram,2021-11-13,128217,458,,,-104666.0,-355.0,15
Sikkim,2021-11-13,32091,400,,,-31958.0,-400.0,11
Uttar Pradesh,2021-11-13,1710252,22905,,,-1109782.0,-14243.0,9
Manipur,2021-11-13,124383,1942,,,-10450.0,-160.0,14
Tamil Nadu,2021-11-13,2713216,36259,,,12251.0,204.0,33
Arunachal Pradesh,2021-11-13,55212,280,,,8.0,0.0,12
Punjab,2021-11-13,602733,16571,,,-596796.0,-16414.0,3
Meghalaya,2021-11-13,84006,1462,,,-34845.0,-631.0,17
Nagaland,2021-11-13,31973,692,,,-9277.0,-270.0,13
Assam,2021-11-13,613563,6043,,,-18458.0,-292.0,18
Gujarat,2021-11-13,826887,10090,,,195901.0,125.0,24
Uttarakhand,2021-11-13,343998,7403,,,-605.0,-13.0,5
Kerala,2021-11-13,5048756,35511,,,242583.0,14246.0,32
Bihar,2021-11-13,726149,9661,,,-316.0,-3.0,10
Ladakh,2021-11-13,21135,209,,,-357.0,-2.0,38
Chhattisgarh,2021-11-13,1006290,13588,,,-865.0,-20.0,22
Telangana,2021-11-13,673312,3972,,,-584916.0,-3298.0,36
Madhya Pradesh,2021-11-13,792945,10524,,,-768850.0,-9768.0,23
Jharkhand,2021-11-13,348977,5138,,,-803.0,-5.0,20
Haryana,2021-11-13,771403,10050,,,-358069.0,-6347.0,6
Goa,2021-11-13,178445,3372,,,-132840.0,-2716.0,30
Lakshadweep,2021-11-13,10365,51,,,-10365.0,-51.0,31
West Bengal,2021-11-13,1602446,19294,,,-1370962.0,-14811.0,19
Puducherry,2021-11-13,128369,1863,,,-127967.0,-1854.0,34
Jammu and Kashmir,2021-11-13,333825,4448,,,-13066.0,-73.0,1
Rajasthan,2021-11-13,954492,8954,,,-933804.0,-8493.0,8
Dadra and Nagar Haveli and Daman and Diu,2021-11-13,10682,4,,,-7237.0,-2.0,26
Delhi,2021-11-13,1440332,25093,,,-854207.0,-15596.0,7
Chandigarh,2021-11-13,65378,820,,,-3447.0,-11.0,4
Odisha,2021-11-13,1044962,8373,,,-792723.0,-7351.0,21
Chandigarh,2021-11-14,65380,820,,,-48789.0,-562.0,4
Lakshadweep,2021-11-14,10365,51,,,-10102.0,-51.0,31
Telangana,2021-11-14,673469,3973,,,-496399.0,-2911.0,36
Tripura,2021-11-14,84665,817,,,-21.0,-1.0,16
Nagaland,2021-11-14,31978,692,,,-28173.0,-683.0,13
Punjab,2021-11-14,602778,16571,,,152034.0,1004.0,3
Andhra Pradesh,2021-11-14,2069770,14412,,,-30241.0,-334.0,37
Chhattisgarh,2021-11-14,1006326,13588,,,251.0,4.0,22
Odisha,2021-11-14,1045209,8375,,,-718294.0,-6532.0,21
Kerala,2021-11-14,5055224,35685,,,186854.0,11592.0,32
Uttarakhand,2021-11-14,344014,7403,,,-303051.0,-6912.0,5
Karnataka,2021-11-14,2991614,38143,,,732080.0,661.0,29
Himachal Pradesh,2021-11-14,225712,3812,,,-204895.0,-3514.0,2
Puducherry,2021-11-14,128401,1863,,,-118807.0,-1720.0,34
Maharashtra,2021-11-14,6623344,140565,,,-4612396.0,-89750.0,27
Delhi,2021-11-14,1440388,25093,,,-5434.0,-82.0,7
Assam,2021-11-14,613784,6047,,,9548.0,129.0,18
Jharkhand,2021-11-14,348992,5138,,,-230497.0,-4072.0,20
Sikkim,2021-11-14,32096,400,,,-192.0,-6.0,11
Jammu and Kashmir,2021-11-14,334006,4448,,,-279910.0,-3570.0,1
Bihar,2021-11-14,726153,9662,,,-692227.0,-9442.0,10
Manipur,2021-11-14,124432,1946,,,-10229.0,-162.0,14
Madhya Pradesh,2021-11-14,792956,10524,,,-486105.0,-6484.0,23
Rajasthan,2021-11-14,954503,8954,,,-799718.0,-7333.0,8
Goa,2021-11-14,178467,3374,,,-174810.0,-3352.0,30
Uttar Pradesh,2021-11-14,1710261,22909,,,-1351368.0,-17774.0,9
Mizoram,2021-11-14,128604,459,,,-101451.0,-338.0,15
Meghalaya,2021-11-14,84013,1462,,,-35566.0,-643.0,17
West Bengal,2021-11-14,1603318,19307,,,-1378181.0,-14948.0,19
Dadra and Nagar Haveli and Daman and Diu,2021-11-14,10682,4,,,-6840.0,-2.0,26
Gujarat,2021-11-14,826924,10090,,,-545751.0,-5660.0,24
Tamil Nadu,2021-11-14,2714025,36273,,,-2161351.0,-27326.0,33
Arunachal Pradesh,2021-11-14,55216,280,,,-38384.0,-224.0,12
Ladakh,2021-11-14,21148,211,,,-11334.0,-81.0,38
Andaman and Nicobar Islands,2021-11-14,7670,129,,,-70.0,0.0,35
Haryana,2021-11-14,771420,10050,,,-513776.0,-7229.0,6
Unknown,2021-11-14,0,0,,,0.0,0.0,97
Mizoram,2021-11-15,128775,462,,,-4749.0,-22.0,15
Punjab,2021-11-15,602795,16572,,,-469637.0,-12385.0,3
Lakshadweep,2021-11-15,10365,51,,,-345.0,-2.0,31
Uttarakhand,2021-11-15,344043,7403,,,-247176.0,-5723.0,5
Odisha,2021-11-15,1045471,8377,,,-713869.0,-6486.0,21
Ladakh,2021-11-15,21176,211,,,5384.0,15.0,38
Rajasthan,2021-11-15,954519,8954,,,-635353.0,-6172.0,8
Andhra Pradesh,2021-11-15,2069978,14415,,,-75372.0,-755.0,37
Chandigarh,2021-11-15,65384,820,,,-57842.0,-728.0,4
Tamil Nadu,2021-11-15,2714830,36284,,,-2406181.0,-31125.0,33
Haryana,2021-11-15,771434,10050,,,-638.0,-241.0,6
Delhi,2021-11-15,1440424,25094,,,-2939.0,-15.0,7
Meghalaya,2021-11-15,84024,1462,,,-50920.0,-938.0,17
Dadra and Nagar Haveli and Daman and Diu,2021-11-15,10682,4,,,-5580.0,0.0,26
Tripura,2021-11-15,84671,817,,,-2845.0,-32.0,16
Jammu and Kashmir,2021-11-15,334180,4450,,,420.0,7.0,1
Unknown,2021-11-15,0,0,,,0.0,0.0,97
Telangana,2021-11-15,673574,3973,,,-60372.0,-406.0,36
Puducherry,2021-11-15,128444,1865,,,-89650.0,-1222.0,34
Maharashtra,2021-11-15,6624300,140583,,,-6400576.0,-131135.0,27
Assam,2021-11-15,613913,6049,,,21137.0,140.0,18
Goa,2021-11-15,178485,3374,,,-4066.0,-166.0,30
Manipur,2021-11-15,124482,1949,,,-121464.0,-1942.0,14
Gujarat,2021-11-15,826950,10090,,,256.0,1.0,24
Sikkim,2021-11-15,32101,400,,,-31505.0,-399.0,11
Nagaland,2021-11-15,31997,692,,,-27622.0,-682.0,13
Arunachal Pradesh,2021-11-15,55220,280,,,-8078.0,-56.0,12
Bihar,2021-11-15,726156,9662,,,-1685.0,-23.0,10
Kerala,2021-11-15,5061072,35750,,,-80674.0,-3514.0,32
Karnataka,2021-11-15,2991850,38145,,,-2819748.0,-35054.0,29
Uttar Pradesh,2021-11-15,1710273,22909,,,-916553.0,-13326.0,9
Chhattisgarh,2021-11-15,1006358,13588,,,-762361.0,-10632.0,22
Jharkhand,2021-11-15,349006,5138,,,801.0,4.0,20
West Bengal,2021-11-15,1604193,19314,,,782.0,5.0,19
Andaman and Nicobar Islands,2021-11-15,7674,129,,,-102.0,0.0,35
Madhya Pradesh,2021-11-15,792969,10524,,,-757235.0,-9595.0,23
Himachal Pradesh,2021-11-15,225768,3815,,,-128839.0,-2355.0,2
Goa,2021-11-16,178510,3375,,,-564.0,-13.0,30
Arunachal Pradesh,2021-11-16,55222,280,,,-38255.0,-224.0,12
Jammu and Kashmir,2021-11-16,334288,4453,,,4583.0,42.0,1
Puducherry,2021-11-16,128462,1866,,,-4752.0,-53.0,34
Dadra and Nagar Haveli and Daman and Diu,2021-11-16,10682,4,,,-4540.0,0.0,26
Nagaland,2021-11-16,32014,694,,,-522.0,-21.0,13
Sikkim,2021-11-16,32101,401,,,-1146.0,-22.0,11
Uttar Pradesh,2021-11-16,1710280,22909,,,-1695682.0,-22474.0,9
Delhi,2021-11-16,1440440,25095,,,3243.0,11.0,7
Karnataka,2021-11-16,2992021,38146,,,-2873389.0,-35916.0,29
Assam,2021-11-16,614166,6052,,,-396822.0,-4961.0,18
Mizoram,2021-11-16,129386,463,,,9638.0,66.0,15
Meghalaya,2021-11-16,84046,1464,,,-72171.0,-1352.0,17
Himachal Pradesh,2021-11-16,225893,3821,,,-304.0,-18.0,2
Madhya Pradesh,2021-11-16,792977,10524,,,-3416.0,-1675.0,23
West Bengal,2021-11-16,1604975,19319,,,-53611.0,-828.0,19
Kerala,2021-11-16,5065619,35877,,,-5019479.0,-35708.0,32
Odisha,2021-11-16,1045656,8379,,,-1041493.0,-8368.0,21
Andhra Pradesh,2021-11-16,2070095,14416,,,3941.0,39.0,37
Tamil Nadu,2021-11-16,2715632,36296,,,-1800246.0,-23456.0,33
Unknown,2021-11-16,0,0,,,0.0,0.0,97
Jharkhand,2021-11-16,349027,5139,,,39.0,0.0,20
Maharashtra,2021-11-16,6624986,140602,,,74882.0,940.0,27
Telangana,2021-11-16,673722,3975,,,-14409.0,-92.0,36
Punjab,2021-11-16,602825,16573,,,-452020.0,-11808.0,3
Tripura,2021-11-16,84682,817,,,-9074.0,-83.0,16
Haryana,2021-11-16,771448,10051,,,-80.0,-1.0,6
Uttarakhand,2021-11-16,344050,7403,,,-966.0,-15.0,5
Bihar,2021-11-16,726157,9662,,,-4.0,0.0,10
Andaman and Nicobar Islands,2021-11-16,7674,129,,,-102.0,0.0,35
Rajasthan,2021-11-16,954524,8954,,,-648366.0,-6277.0,8
Lakshadweep,2021-11-16,10365,51,,,-10365.0,-51.0,31
Ladakh,2021-11-16,21205,211,,,900.0,8.0,38
Gujarat,2021-11-16,826979,10090,,,-561223.0,-5688.0,24
Chhattisgarh,2021-11-16,1006386,13588,,,63518.0,85.0,22
Manipur,2021-11-16,124517,1953,,,-9440.0,-157.0,14
Chandigarh,2021-11-16,65389,820,,,-3435.0,-9.0,4
Unknown,2021-11-17,0,0,,,0.0,0.0,97
Rajasthan,2021-11-17,954539,8954,,,-667320.0,-6454.0,8
Karnataka,2021-11-17,2992276,38153,,,-172811.0,-3866.0,29
Punjab,2021-11-17,602833,16573,,,-599001.0,-16481.0,3
Manipur,2021-11-17,124588,1953,,,-4914.0,-110.0,14
Chhattisgarh,2021-11-17,1006406,13588,,,-1004460.0,-13578.0,22
Puducherry,2021-11-17,128495,1866,,,-90873.0,-1244.0,34
Sikkim,2021-11-17,32108,401,,,-28104.0,-328.0,11
Andhra Pradesh,2021-11-17,2070286,14418,,,-1194755.0,-7361.0,37
Andaman and Nicobar Islands,2021-11-17,7674,129,,,-3180.0,-69.0,35
Jammu and Kashmir,2021-11-17,334432,4455,,,6401.0,69.0,1
Meghalaya,2021-11-17,84080,1465,,,-81951.0,-1457.0,17
Goa,2021-11-17,178533,3376,,,-133468.0,-2733.0,30
Haryana,2021-11-17,771463,10051,,,1255.0,11.0,6
Lakshadweep,2021-11-17,10365,51,,,-37.0,0.0,31
West Bengal,2021-11-17,1605794,19333,,,32691.0,431.0,19
Chandigarh,2021-11-17,65390,820,,,-45012.0,-492.0,4
Ladakh,2021-11-17,21229,211,,,-11573.0,-83.0,38
Nagaland,2021-11-17,32018,695,,,-30633.0,-690.0,13
Himachal Pradesh,2021-11-17,226022,3822,,,-224851.0,-3811.0,2
Tripura,2021-11-17,84691,817,,,-11831.0,-95.0,16
Bihar,2021-11-17,726161,9662,,,267.0,2432.0,10
Tamil Nadu,2021-11-17,2716421,36311,,,-1853058.0,-23738.0,33
Gujarat,2021-11-17,827014,10090,,,-1759.0,-12.0,24
Maharashtra,2021-11-17,6625872,140636,,,-84753.0,-1802.0,27
Arunachal Pradesh,2021-11-17,55230,280,,,-386.0,-1.0,12
Madhya Pradesh,2021-11-17,792981,10525,,,-541758.0,-6774.0,23
Odisha,2021-11-17,1045862,8381,,,-38750.0,-480.0,21
Delhi,2021-11-17,1440484,25095,,,-1898.0,-10.0,7
Kerala,2021-11-17,5071135,36087,,,85779.0,5037.0,32
Telangana,2021-11-17,673889,3976,,,-576465.0,-3247.0,36
Assam,2021-11-17,614413,6056,,,-587641.0,-5992.0,18
Uttar Pradesh,2021-11-17,1710288,22909,,,117.0,2.0,9
Uttarakhand,2021-11-17,344058,7404,,,-1556.0,-35.0,5
Jharkhand,2021-11-17,349041,5139,,,964.0,3.0,20
Dadra and Nagar Haveli and Daman and Diu,2021-11-17,10682,4,,,-12.0,0.0,26
Mizoram,2021-11-17,129845,467,,,-127088.0,-466.0,15
Delhi,2021-11-18,1440528,25095,,,-857.0,-4.0,7
Uttarakhand,2021-11-18,344062,7404,,,1402.0,15.0,5
Tamil Nadu,2021-11-18,2717203,36324,,,-70162.0,-964.0,33
Rajasthan,2021-11-18,954550,8954,,,-304.0,0.0,8
Mizoram,2021-11-18,130415,467,,,-18764.0,-87.0,15
Dadra and Nagar Haveli and Daman and Diu,2021-11-18,10682,4,,,549.0,0.0,26
Jammu and Kashmir,2021-11-18,334600,4457,,,-214073.0,-2578.0,1
Bihar,2021-11-18,726162,9662,,,-491010.0,-8394.0,10
Goa,2021-11-18,178569,3376,,,-1159.0,-37.0,30
Sikkim,2021-11-18,32120,401,,,6032.0,28.0,11
Haryana,2021-11-18,771481,10051,,,-33.0,0.0,6
Andaman and Nicobar Islands,2021-11-18,7674,129,,,1105.0,0.0,35
Lakshadweep,2021-11-18,10366,51,,,-18.0,0.0,31
Telangana,2021-11-18,674037,3977,,,-396313.0,-2484.0,36
Jharkhand,2021-11-18,349066,5139,,,-89.0,-1.0,20
Ladakh,2021-11-18,21252,211,,,-19042.0,-190.0,38
Odisha,2021-11-18,1046088,8383,,,203152.0,229.0,21
Gujarat,2021-11-18,827068,10090,,,-1238.0,-8.0,24
Madhya Pradesh,2021-11-18,792986,10525,,,-494929.0,-6527.0,23
Maharashtra,2021-11-18,6626875,140668,,,-89032.0,-1892.0,27
Himachal Pradesh,2021-11-18,226118,3823,,,-6874.0,-144.0,2
Arunachal Pradesh,2021-11-18,55232,280,,,2155.0,2.0,12
Puducherry,2021-11-18,128520,1867,,,-106064.0,-1405.0,34
Kerala,2021-11-18,5077984,36475,,,-4463311.0,-34177.0,32
Chandigarh,2021-11-18,65391,820,,,254.0,256.0,4
Meghalaya,2021-11-18,84117,1465,,,-84073.0,-1464.0,17
Karnataka,2021-11-18,2992584,38161,,,-2104917.0,-26353.0,29
Punjab,2021-11-18,602870,16575,,,-429594.0,-10960.0,3
West Bengal,2021-11-18,1606656,19341,,,14714.0,234.0,19
Assam,2021-11-18,614663,6061,,,-398239.0,-5004.0,18
Andhra Pradesh,2021-11-18,2070516,14421,,,-24859.0,-296.0,37
Nagaland,2021-11-18,32024,695,,,-729.0,-29.0,13
Tripura,2021-11-18,84692,817,,,-1139.0,-12.0,16
Unknown,2021-11-18,0,0,,,33346.0,391.0,97
Manipur,2021-11-18,124639,1955,,,790.0,30.0,14
Uttar Pradesh,2021-11-18,1710294,22909,,,-1418265.0,-18703.0,9
Chhattisgarh,2021-11-18,1006433,13590,,,-535.0,-17.0,22
Mizoram,2021-11-19,130912,473,,,-25083.0,-126.0,15
Lakshadweep,2021-11-19,10370,51,,,-10370.0,-51.0,31
Sikkim,2021-11-19,32129,402,,,6580.0,34.0,11
Rajasthan,2021-11-19,954568,8954,,,-252000.0,-3772.0,8
Uttar Pradesh,2021-11-19,1710306,22909,,,-5628.0,-627.0,9
Madhya Pradesh,2021-11-19,792993,10525,,,-609936.0,-7442.0,23
Tamil Nadu,2021-11-19,2717978,36336,,,-2114688.0,-26750.0,33
Ladakh,2021-11-19,21270,212,,,28.0,0.0,38
Andaman and Nicobar Islands,2021-11-19,7675,129,,,-46.0,0.0,35
Delhi,2021-11-19,1440575,25095,,,-1323.0,-6.0,7
West Bengal,2021-11-19,1607516,19355,,,290183.0,733.0,19
Karnataka,2021-11-19,2992897,38165,,,-2986652.0,-38093.0,29
Nagaland,2021-11-19,32032,695,,,-26428.0,-680.0,13
Himachal Pradesh,2021-11-19,226213,3826,,,-167869.0,-2832.0,2
Chandigarh,2021-11-19,65394,820,,,-42805.0,-463.0,4
Arunachal Pradesh,2021-11-19,55242,280,,,-36050.0,-221.0,12
Unknown,2021-11-19,0,0,,,0.0,0.0,97
Andhra Pradesh,2021-11-19,2070738,14423,,,-1452962.0,-9121.0,37
Chhattisgarh,2021-11-19,1006459,13591,,,-439.0,-15.0,22
Meghalaya,2021-11-19,84150,1467,,,214.0,0.0,17
Jharkhand,2021-11-19,349089,5139,,,-2976.0,-21.0,20
Uttarakhand,2021-11-19,344074,7404,,,-490.0,-9.0,5
Assam,2021-11-19,614863,6065,,,-17789.0,-286.0,18
Maharashtra,2021-11-19,6627838,140692,,,-3108630.0,-82166.0,27
Bihar,2021-11-19,726178,9663,,,-619871.0,-9195.0,10
Haryana,2021-11-19,771495,10052,,,-473362.0,-6861.0,6
Puducherry,2021-11-19,128561,1867,,,992.0,14.0,34
Odisha,2021-11-19,1046317,8386,,,-172392.0,-4836.0,21
Punjab,2021-11-19,602906,16577,,,-717.0,-26.0,3
Telangana,2021-11-19,674181,3978,,,-419515.0,-2585.0,36
Goa,2021-11-19,178594,3377,,,-4448.0,-175.0,30
Gujarat,2021-11-19,827112,10090,,,-1013.0,-5.0,24
Jammu and Kashmir,2021-11-19,334823,4459,,,-17342.0,-114.0,1
Manipur,2021-11-19,124700,1956,,,-123074.0,-1956.0,14
Kerala,2021-11-19,5084095,36847,,,-2451013.0,-26901.0,32
Dadra and Nagar Haveli and Daman and Diu,2021-11-19,10682,4,,,0.0,0.0,26
Tripura,2021-11-19,84698,818,,,-21558.0,-160.0,16
Uttarakhand,2021-11-20,344084,7404,,,-306077.0,-6940.0,5
Punjab,2021-11-20,602943,16580,,,-434756.0,-11158.0,3
Meghalaya,2021-11-20,84188,1467,,,-1824.0,-50.0,17
Assam,2021-11-20,615053,6066,,,-466084.0,-5555.0,18
Kerala,2021-11-20,5089849,37051,,,-3974072.0,-32484.0,32
Nagaland,2021-11-20,32040,695,,,-413.0,-20.0,13
Odisha,2021-11-20,1046559,8389,,,-1022546.0,-8259.0,21
Andaman and Nicobar Islands,2021-11-20,7676,129,,,970.0,0.0,35
Tamil Nadu,2021-11-20,2718750,36349,,,-41814.0,-581.0,33
Unknown,2021-11-20,0,0,,,0.0,0.0,97
Bihar,2021-11-20,726182,9663,,,-97.0,-2.0,10
Chandigarh,2021-11-20,65398,820,,,-43436.0,-465.0,4
Gujarat,2021-11-20,827148,10091,,,99092.0,68.0,24
Maharashtra,2021-11-20,6628744,140707,,,583066.0,1101.0,27
Goa,2021-11-20,178614,3377,,,-126432.0,-2625.0,30
Dadra and Nagar Haveli and Daman and Diu,2021-11-20,10682,4,,,-201.0,0.0,26
Chhattisgarh,2021-11-20,1006494,13591,,,-935717.0,-13002.0,22
Telangana,2021-11-20,674318,3979,,,-6593.0,-50.0,36
Arunachal Pradesh,2021-11-20,55243,280,,,-38403.0,-224.0,12
Jharkhand,2021-11-20,349111,5139,,,-230132.0,-4062.0,20
Andhra Pradesh,2021-11-20,2070906,14425,,,-1171094.0,-7215.0,37
Jammu and Kashmir,2021-11-20,335016,4459,,,-13151.0,-75.0,1
Sikkim,2021-11-20,32147,403,,,-665.0,-16.0,11
Mizoram,2021-11-20,131248,475,,,-37588.0,-168.0,15
Delhi,2021-11-20,1440605,25095,,,-273.0,-2.0,7
West Bengal,2021-11-20,1608393,19364,,,-32816.0,-470.0,19
Madhya Pradesh,2021-11-20,792999,10525,,,-1039.0,-11.0,23
Ladakh,2021-11-20,21298,212,,,-17590.0,-163.0,38
Tripura,2021-11-20,84708,818,,,-4292.0,-47.0,16
Karnataka,2021-11-20,2993139,38169,,,6646.0,86.0,29
Haryana,2021-11-20,771517,10052,,,-746720.0,-9725.0,6
Lakshadweep,2021-11-20,10370,51,,,-5.0,0.0,31
